"companyId","companyCn","website","contactStatus","contactSource","industry","industryTags","stage","priority","owner","contactName","contactPhone","contactEmail","intendedArea","intentionType","lastContact","nextFollowUp","notes","contractStatus","contractNumber","contractAmount","depositAmount","depositPaidDate","applicationStatus","balanceAmount","balanceDueDate","paymentStatus","contractNotes","profileExtra","updatedAt"
"98","","https://www.humsienk.com/","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-shake-world-new-energy-technology-co-ltd","新能源与储能","[]","未联系","中","","","+8613380326547","3278260566@qq.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-shake-world-new-energy-technology-co-ltd""}}","2026-07-15T10:45:13.890Z"
"100","","https://www.widenedge.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-smarten-electric-co-ltd","新能源与储能","[]","未联系","中","","","+8675527300219","info@widenedge.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-smarten-electric-co-ltd""}}","2026-07-15T10:45:14.046Z"
"101","深圳崧盛创新技术有限公司","https://www.sosen-eu.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-36 19 011 013","info@sosen-eu.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.sosen-eu.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B4.540"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":49},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.275"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":116},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.530"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":63}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:17.821Z"
"102","深圳市优优绿能股份有限公司","https://www.uugreenpower.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","0755-23405402","info@uugreenpower.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.uugreenpower.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C6.230"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":50},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.670"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":117},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.280"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":117}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:17.915Z"
"103","","https://www.voltsmile.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","","joyce@voltsmile.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.voltsmile.com""},""historicalExhibitionEvidence"":[{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.335"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":64}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:04:50.592Z"
"104","","https://wistekenergy.com/product/","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","","hr01@wis-tek.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://wistekenergy.com/product/""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":50}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:04:55.338Z"
"105","","https://www.colorfulgroup.com","官网已核验，联系方式待补充","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+8613528857477","lisa@iyugong.cn","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网"",""sourceUrl"":""https://www.colorfulgroup.com""}}","2026-07-15T10:48:13.964Z"
"106","深圳市禾望电气股份有限公司","https://www.hopewind.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 755-86026786","marketing@hopewind.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.hopewind.com""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""FM.704/53"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:30.594Z"
"107","","https://www.deeppowerx.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-deeppower-technology-energy-co-ltd","新能源与储能","[]","未联系","中","","","+86 0755-23576245","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-deeppower-technology-energy-co-ltd""}}","2026-07-15T10:44:58.596Z"
"108","","https://www.oscal.hk","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 0755-32909316","PowerMax@oscal.hk","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.oscal.hk""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":47}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:49.154Z"
"109","","https://www.en-plustech.com/","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","0755-26656345","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.en-plustech.com/""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""B6.131"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":112},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""B6.160"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:56.087Z"
"110","","https://www.evinewenergy.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-evi-new-energy-technology-co-ltd-1","新能源与储能","[]","未联系","中","","","+86 755 2335 1086","info@evinewenergy.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-evi-new-energy-technology-co-ltd-1""}}","2026-07-15T10:44:58.750Z"
"111","","https://www.gdon.com.cn","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-gdon-technology-co-ltd","新能源与储能","[]","未联系","中","","","","gdon@gdon.com.cn","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-gdon-technology-co-ltd""}}","2026-07-15T10:45:03.393Z"
"112","深圳市古瑞瓦特新能源有限公司","https://www.ginverter.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 755 29515888","info@ginverter.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.ginverter.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.230"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:22.795Z"
"113","","https://www.hysincere.com","历年展商资料已整理，联系方式待人工抽检","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","Mr. Liu","+86 13418799682","info@hysincere.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.hysincere.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.250"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.454"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":113}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:02:15.858Z"
"114","深圳市科睿储能有限公司","https://www.souopower.com","历年展商资料已整理，联系方式待人工抽检","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 15017586353","info@spowerstation.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.souopower.com""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.151"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":114},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.476"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:30.791Z"
"115","深圳科士达新能源有限公司","https://www.kstarnewenergy.com/","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-755-21389008","info@kstar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.kstarnewenergy.com/""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B4.330"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":48}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:41.994Z"
"116","","https://www.llsolar.com","历年展商资料已整理，联系方式待人工抽检","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","Mark Wen","+86 755 29020246","mark.wen@llsolar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.llsolar.com""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A3.330"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":114},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A2.330"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":62}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:02:25.199Z"
"117","深圳市米阳科技有限公司","https://www.pecron.cn","历年参展记录已确认，联系方式待补充","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.pecron.cn""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":49},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.571"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":115}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:30.586Z"
"118","深圳市青虹激光科技有限公司","https://www.qhlaser.cn","历年参展记录已确认，联系方式待补充","01-2026-6-3-5-2026-1-.pdf 第462页","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.qhlaser.cn""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A2.609"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":49}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:37.129Z"
"119","深圳市瑞精创实业有限公司","https://www.rjcne.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 0755 27693384","luowenhan@rjcne.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.rjcne.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B6.615"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":49}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:22.754Z"
"120","","https://en.sinvo.cn","官网联系方式已核验","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 755 33978100","zhaopin@sinvo.cn","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.97,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网"",""sourceUrl"":""https://en.sinvo.cn""}}","2026-07-15T10:48:16.670Z"
"121","深圳市首航新能源股份有限公司","https://www.sofarsolar.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-755-26526757","info@sofarsolar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.sofarsolar.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.450"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":49},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.450"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":116}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:37.119Z"
"122","深圳市顺博绝缘材料制造有限公司","https://www.sunbowgd.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/shenzhen-sunbow-insulation-materials-mfg-coltd","新能源与储能","[]","未联系","中","","","+8675527160885","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""官网域名历史档案唯一匹配"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-sunbow-insulation-materials-mfg-coltd""}}","2026-07-15T10:45:14.154Z"
"123","","https://en.lianming-power.com/","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-union-power-supply-co-ltd","新能源与储能","[]","未联系","中","","","+86-755-29972791","marketing@lianming-power.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-union-power-supply-co-ltd""}}","2026-07-15T10:45:19.118Z"
"124","","https://www.wattcycle.com/","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-washi-energy-co-ltd","新能源与储能","[]","未联系","中","","","+8613380326547","3278260566@qq.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-washi-energy-co-ltd""}}","2026-07-15T10:45:19.043Z"
"125","","https://www.aferiy.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-0755-23761959","info@aferiy.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.aferiy.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.358"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":50}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:04:55.480Z"
"126","深圳云基新能源科技有限公司","https://eu.oukitel.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/shenzhen-yunji-intellligent-technology-coltd","新能源与储能","[]","未联系","中","","","+86 0755-83835280","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-yunji-intellligent-technology-coltd""}}","2026-07-15T10:45:24.392Z"
"127","欣旺达电子股份有限公司","https://en.sunwoda.com/","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/sunwoda-electronic-co-ltd","新能源与储能","[]","未联系","中","","","+86-755-29516888","info@sunwoda.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/sunwoda-electronic-co-ltd""}}","2026-07-15T10:45:24.298Z"
"128","惠州终极智能科技有限公司","https://www.u-energie.de","官网联系方式已核验","企业官网公开联系页面（2026-07-15核验）","新能源与储能","[]","已联系","高","王可鑫","kyle","+49 1624886367","sales@u-energie.de","80","","","","B2 馆 已交定金","未签订","","","50000","","已提交","0","","已收定金","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.97,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网"",""sourceUrl"":""https://www.u-energie.de""},""unifiedSocialCreditCode"":""91441302MAERBKHC86"",""creditStatus"":""人工填写"",""registeredAddress"":""惠州市桥东东湖西路31号阳光100三层2号商场A02"",""masterCompany"":""Huizhou Ultimate Intelligence Technology Co., Ltd"",""masterProvince"":""广东省"",""masterCity"":""惠州市"",""masterExhibitions"":[{""event"":""The smarter E Europe"",""year"":""2026"",""exhibition"":""ees Europe"",""booth"":""C1.680"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]}","2026-07-17T08:32:45.293Z"
"129","","https://www.tcsnpower.com","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/tcsn-power-technology-shenzhen-coltd","新能源与储能","[]","未联系","中","","","","helen@tcsnpower.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/tcsn-power-technology-shenzhen-coltd""}}","2026-07-15T10:45:24.268Z"
"130","中山英飞电器有限公司","https://invertor-energy.com/","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/zhongshan-infinite-electrical-appliances-co-ltd","新能源与储能","[]","未联系","中","","","+8676089829609","catherine@infinite-elec.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/zhongshan-infinite-electrical-appliances-co-ltd""}}","2026-07-15T10:43:45.148Z"
"131","珠海派诺科技股份有限公司","https://www.pilotech.ai","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/zhuhai-pilot-technology-co-ltd","新能源与储能","[]","已联系","高","","","+86 0756-3629690","marketing613@pilotenergystorage.com","42","","","","等待内部沟通后，最后确定，景雪","未签订","","","","","已提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/zhuhai-pilot-technology-co-ltd""}}","2026-07-15T10:44:11.390Z"
"132","","https://www.zruipower.com","历年展商资料已整理，联系方式待人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+8675528339703","marketing@zruipower.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.75,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.zruipower.com""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C2.580"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":154},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""FM.704/10"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":84},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B4.550"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":84}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:05:11.625Z"
