"id","company","companyCn","booth","exhibition","province","city","regionType","website","email","phone","contactName","contactStatus","contactSource","years","stage","priority","owner","lastContact","nextFollowUp","intendedArea","notes","hasGuangdongAffiliate","exhibitions","officialProfileUrl","officialAddress","productGroups","contactEmail","contactPhone","profileExtra"
"1580","Sino Soar Hybrid (Beijing) Technology Co., Ltd.","","B2.250","ees Europe","北京市","北京市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Sino Soar Hybrid (Beijing) Technology Co., Ltd."",""companyCn"":"""",""booth"":""B2.250"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":65}]","","","","","",""
"1581","Soeasy (Xiamen) Photovoltaic Technology","","A1.130","Intersolar Europe","福建省","厦门市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Soeasy (Xiamen) Photovoltaic Technology"",""companyCn"":"""",""booth"":""A1.130"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":66}]","","","","","",""
"1583","Soluna (Shanghai) Co., Ltd","","B2.360","ees Europe","上海市","上海市","省外企业","https://www.soluna.co","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/solunashanghai-co-ltd","[""2026"",""2024""]","未联系","中","","","","","","false","[{""company"":""Soluna(Shanghai) Co., Ltd"",""companyCn"":"""",""booth"":""B2.360"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8},{""company"":""Soluna (Shanghai) Co., Ltd"",""companyCn"":"""",""booth"":""B1.190"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":126}]","https://www.thesmartere.de/exhibitorlist/solunashanghai-co-ltd","Soluna(Shanghai) Co., LtdRoom 212A, No.388, Shuiyun Road, Pudong New Area.201306 Shanghai, China","[""Lithium-based batteries"",""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications"",""Stationary energy storage for utilities and grid operators""]","sales@solunabattery.com","+0086 02157475835",""
"1584","SuZhou CECB Energy Technology Co.,Ltd.","","B0.314","ees Europe","江苏省","苏州市","省外企业","https://www.szcecb.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-cecb-energy-technology-coltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""SuZhou CECB Energy Technology Co.,Ltd."",""companyCn"":"""",""booth"":""B0.314"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/suzhou-cecb-energy-technology-coltd","SuZhou CECB Energy Technology Co.,Ltd.Nanopolis Suzhou, No. 99, Jinji Lake Avenue, Industrial Park215000 Suzhou/ Jiangsu, China","[""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications"",""Stationary energy storage for utilities and grid operators""]","sales@szcecb.com","+86 19962986098",""
"1585","Sunsoar (Xiamen) New Energy CO., LTD","","A5.614","Intersolar Europe","福建省","厦门市","省外企业","https://www.sunsoarenergy.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/sunsoar-xiamen-new-energy-co-ltd","[""2026"",""2024""]","未联系","中","","","","","","false","[{""company"":""Sunsoar (Xiamen) New Energy CO., LTD"",""companyCn"":"""",""booth"":""A5.614"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8},{""company"":""Sunsoar (Xiamen) New Energy CO., LTD"",""companyCn"":"""",""booth"":""FM.704/75"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":130}]","https://www.thesmartere.de/exhibitorlist/sunsoar-xiamen-new-energy-co-ltd","Sunsoar (Xiamen) New Energy CO., LTDNo. 10, Xingmei Road, Jimei District361022 Xiamen/Fujian, China","[""Mounting systems, installation aids"",""Tracking systems""]","susan.ma@sunsoarenergy.com","+86 13429389063",""
"1587","Suzhou Bytewatt Technology Co., Ltd.","","B3.150","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Bytewatt Technology Co., Ltd."",""companyCn"":"""",""booth"":""B3.150"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","","","","","",""
"1588","Suzhou Chencom New Energy Co., Ltd. (CM Solar)","","FM.704/53","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Chencom New Energy Co., Ltd. (CM Solar)"",""companyCn"":"""",""booth"":""FM.704/53"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":71}]","","","","","",""
"1589","Suzhou Chilye Green Technology Co.,Ltd","","B6.472","Power2Drive Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Chilye Green Technology Co.,Ltd"",""companyCn"":"""",""booth"":""B6.472"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":71}]","","","","","",""
"1590","Suzhou Cosuper Energy Technology Co., Ltd","","B1.380","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Cosuper Energy Technology Co., Ltd"",""companyCn"":"""",""booth"":""B1.380"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":14}]","","","","","",""
"1591","Suzhou Doart Rockcore Energy and Technology Co","","B0.240","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Doart Rockcore Energy and Technology Co"",""companyCn"":"""",""booth"":""B0.240"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":71}]","","","","","",""
"1592","Suzhou EVO New Energy Tech. Co., Ltd.","","","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou EVO New Energy Tech. Co., Ltd."",""companyCn"":"""",""booth"":"""",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","","","","","",""
"1594","Suzhou Eydics New Energy Technology Co.,LTD","","C6.537","Power2Drive Europe","江苏省","苏州市","省外企业","https://www.evergreen-dynamics.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-eydics-new-energy-technology-coltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""Suzhou Eydics New Energy Technology Co.,LTD"",""companyCn"":"""",""booth"":""C6.537"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/suzhou-eydics-new-energy-technology-coltd","Suzhou Eydics New Energy Technology Co.,LTDBuilding O,Phase III,Plainvim International(Suxiang)Science Industrial Park,No.46 Chunxing Road,Caohu Street215000 Suzhou,Jiangsu, China","[""AC charging systems"",""DC charging systems""]","jian.cao@evergreen-dynamics.com","0086 512 8166 3163",""
"1595","Suzhou GaoRun New Energy Technology Co., Ltd","","A2.114","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2025""]","未联系","中","","","","","","false","[{""company"":""Suzhou GaoRun New Energy Technology Co., Ltd"",""companyCn"":"""",""booth"":""A2.114"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55}]","","","","","",""
"1596","Suzhou HORAD New Energy Equipment Co., Ltd. NEWS & PRESS","","B4.280","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou HORAD New Energy Equipment Co., Ltd. NEWS & PRESS"",""companyCn"":"""",""booth"":""B4.280"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72},{""company"":""Suzhou HORAD New Energy Equipment Co., Ltd. NEWS & PRESS"",""companyCn"":"""",""booth"":""A3.330"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","","","","","",""
"1598","Suzhou Hengmei Electron Technology Inc.","","FM.703/65","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Hengmei Electron Technology Inc."",""companyCn"":"""",""booth"":""FM.703/65"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":32}]","","","","","",""
"1599","Suzhou Hornour Energy High-Tech Co.,Ltd","","A1.130","Intersolar Europe","江苏省","苏州市","省外企业","https://www.hornourtech.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-hornour-energy-high-tech-co-ltd","[""2026"",""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou Hornour Energy High-Tech Co., Ltd"",""companyCn"":"""",""booth"":""A1.130"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8},{""company"":""Suzhou Hornour Energy High-Tech Co.,Ltd"",""companyCn"":"""",""booth"":""A1.130"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","https://www.thesmartere.de/exhibitorlist/suzhou-hornour-energy-high-tech-co-ltd","Suzhou Hornour Energy High-Tech Co., LtdNo. 82, Zhongta Road,MuduTown,WuzhongDistrict215101 Suzhou/ Jiangsu, China","[""Crystalline modules""]","jacky.chiang@hornourtech.com","0512-83896508",""
"1600","Suzhou Huntec International Trading Co.,Ltd.","","B4.650","Intersolar Europe","江苏省","苏州市","省外企业","https://www.chikuconatct.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-huntec-international-trading-coltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""Suzhou Huntec International Trading Co.,Ltd."",""companyCn"":"""",""booth"":""B4.650"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/suzhou-huntec-international-trading-coltd","Suzhou Huntec International Trading Co.,Ltd.Room705 Building 2, 36 zijing street, Mudu Town,Wuzhong District215101 Suzhou, China","[""PV components (cables, connectors, junction boxes, etc.)""]","info@cnhuntec.com","+86-0512-65577928",""
"1602","Suzhou Inovance Technology Co., Ltd.","","C3.440","ees Europe","江苏省","苏州市","省外企业","https://www.inovance.com/global","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-inovance-technology-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""Suzhou Inovance Technology Co., Ltd."",""companyCn"":"""",""booth"":""C3.440"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/suzhou-inovance-technology-co-ltd","Suzhou Inovance Technology Co., Ltd.No.52, Tian'e Dang Road, Wuzhong District, Suzhou City, Jiangsu Province215100 Suzhou, China","[""Stationary energy storage for residential buildings"",""Stationary energy storage for commercial and industrial applications"",""Power electronics for storage systems""]","globalcontact@inovance.com","+8651266376666",""
"1603","Suzhou JSolar Incorporated","","B0.263","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou JSolar Incorporated"",""companyCn"":"""",""booth"":""B0.263"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","","","","","",""
"1604","Suzhou Joycharge New Energy Technology Co., Ltd.","","B6.770","Power2Drive Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2025""]","未联系","中","","","","","","false","[{""company"":""Suzhou Joycharge New Energy Technology Co., Ltd."",""companyCn"":"""",""booth"":""B6.770"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55}]","","","","","",""
"1605","Suzhou Junhui New Energy Co., Ltd.","","A1.650","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Junhui New Energy Co., Ltd."",""companyCn"":"""",""booth"":""A1.650"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","","","","","",""
"1607","Suzhou Niuera Energy Co., Ltd","","C6.235","Power2Drive Europe","江苏省","苏州市","省外企业","https://niueraenergy.com/","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-niuera-energy-co-ltd","[""2026"",""2025"",""2024""]","未联系","中","","","","","","false","[{""company"":""SUZHOU NIUERA ENERGY CO., LTD"",""companyCn"":"""",""booth"":""C6.235"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8},{""company"":""SUZHOU NIUERA ENERGY CO., LTD"",""companyCn"":"""",""booth"":""C6.255"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""company"":""Suzhou Niuera Energy Co., Ltd"",""companyCn"":"""",""booth"":""C6.470"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","https://www.thesmartere.de/exhibitorlist/suzhou-niuera-energy-co-ltd","SUZHOU NIUERA ENERGY CO., LTDNo. 81 Chunlan Road, Huangdai Town, Xiangcheng District, Suzhou Jiangsu China215143 Suzhou, China","[""AC charging systems"",""DC charging systems"",""Vehicle-to-X, bi-directional charging"",""Power electronics, protection systems"",""User interface, backend, ICT, software and apps""]","info@niuera.cn","+86 0512-68303879",""
"1608","Suzhou Prime Energy Co.,Ltd.","","B0.350","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Prime Energy Co.,Ltd."",""companyCn"":"""",""booth"":""B0.350"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","","","","","",""
"1611","Suzhou Shengyifurui Electronic Technology Co.,","","B0.120","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou Shengyifurui Electronic Technology Co.,"",""companyCn"":"""",""booth"":""B0.120"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","","","","","",""
"1612","Suzhou Stealth Energy Technology Co., Ltd.","","B4.270","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Stealth Energy Technology Co., Ltd."",""companyCn"":"""",""booth"":""B4.270"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131},{""company"":""Suzhou Stealth Energy Technology Co., Ltd."",""companyCn"":"""",""booth"":""B4.270"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","","","","","",""
"1613","Suzhou SunLink Energy Co., Ltd.","","A1.309","Intersolar Europe","江苏省","苏州市","省外企业","https://www.sunlink-pv.com","","","","The smarter E官方官网已核验","https://www.thesmartere.de/exhibitorlist/suzhou-sunlink-energy-co-ltd","[""2026"",""2025"",""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou SunLink Energy Co., Ltd."",""companyCn"":"""",""booth"":""A1.309"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8},{""company"":""Suzhou SunLink Energy Co., Ltd."",""companyCn"":"""",""booth"":""A2.471"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""company"":""Suzhou SunLink Energy Co., Ltd."",""companyCn"":"""",""booth"":""A3.179"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":129}]","https://www.thesmartere.de/exhibitorlist/suzhou-sunlink-energy-co-ltd","Suzhou SunLink Energy Co., Ltd.No. 589, Xitang Road, Yangshe Town215600 Zhangjiagang, China","[""Solar cells"",""Crystalline modules""]","","",""
"1617","Suzhou Vgreen Nano- Chem Technology Co., Ltd. ","","C3.155","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou Vgreen Nano- Chem Technology Co., Ltd. "",""companyCn"":"""",""booth"":""C3.155"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","","","","","",""
"1618","Suzhou Walter Electronic Co., Ltd","","B2.770","Intersolar Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2025"",""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou Walter Electronic Co., Ltd"",""companyCn"":"""",""booth"":""B2.770"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""company"":""Suzhou Walter Electronic Co., Ltd"",""companyCn"":"""",""booth"":""C6.678"",""exhibition"":""Power2Drive Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","","","","","",""
"1620","Suzhou XTONG Photovoltaic Technologies","","C2.370","ees Europe","江苏省","苏州市","省外企业","","","","","待核实","","[""2024""]","未联系","中","","","","","","false","[{""company"":""Suzhou XTONG Photovoltaic Technologies"",""companyCn"":"""",""booth"":""C2.370"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":131}]","","","","","",""
"1621","Suzhou Yonghao Cable Co.,Ltd.","","C2.370","ees Europe","江苏省","苏州市","省外企业","https://www.yonghao-cn.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/suzhou-yonghao-cable-co-ltd","[""2026"",""2025"",""2023""]","未联系","中","","","","","","false","[{""company"":""Suzhou Yonghao Cable Co., LTD"",""companyCn"":"""",""booth"":""C2.370"",""exhibition"":""ees Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8},{""company"":""Suzhou Yonghao Cable Co., Ltd."",""companyCn"":"""",""booth"":""B2.770"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""company"":""Suzhou Yonghao Cable Co., Ltd."",""companyCn"":"""",""booth"":""A3.330"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":55},{""company"":""Suzhou Yonghao Cable Co.,Ltd."",""companyCn"":"""",""booth"":""A3.330"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":72}]","https://www.thesmartere.de/exhibitorlist/suzhou-yonghao-cable-co-ltd","Suzhou Yonghao Cable Co., LTDNo.66 Dalian Road,Changfu Street, Changshu215500 Suzhou/Jiangsu, China","[""Contacts, wiring, insulation for batteries""]","orange.xu@szyhcable.com","0512-80838799",""
"1623","TBB Power (Xiamen) Co., Ltd.","","B3.280","Intersolar Europe","福建省","厦门市","省外企业","https://www.tbbpower.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/tbb-power-xiamen-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""TBB Power (Xiamen) Co., Ltd."",""companyCn"":"""",""booth"":""B3.280"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/tbb-power-xiamen-co-ltd","TBB Power (Xiamen) Co., Ltd.No.15, North Shishan Road, Dongfu, Haicang District361027 Xiamen, China","[""Inverters"",""PV systems for residential buildings"",""Lithium-based batteries"",""Uninterruptible power supply systems (UPS)"",""Power electronics for storage systems""]","sales@tbbpower.com","+86-592- 5796068",""
"1624","TBB Renewable (Xiamen) Co., Ltd.","","B3.260","Intersolar Europe","福建省","厦门市","省外企业","","","","","待核实","","[""2025"",""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""TBB Renewable (Xiamen) Co., Ltd."",""companyCn"":"""",""booth"":""B3.260"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2025"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":56},{""company"":""TBB Renewable (Xiamen) Co., Ltd."",""companyCn"":"""",""booth"":""B3.360"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":132},{""company"":""TBB Renewable (Xiamen) Co., Ltd."",""companyCn"":"""",""booth"":""B3.360"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":73}]","","","","","",""
"1625","TBEA Shandong Luneng Taishan Cable Co Ltd","","CB.19","Middle East Energy","山东省","待核实","省外企业","","","","","待核实","","[""2023""]","未联系","中","","","","","","false","[{""company"":""TBEA Shandong Luneng Taishan Cable Co Ltd"",""companyCn"":"""",""booth"":""CB.19"",""exhibition"":""Middle East Energy"",""event"":""Middle East Energy"",""year"":""2023"",""sourceFile"":""Middle East Energy 2023 Exhibitor Directory.pdf"",""sourcePage"":10}]","","","","","",""
"1626","TBEA Xi'an Electric Technology Co., Ltd.","","B4.350","Intersolar Europe","陕西省","西安市","省外企业","https://www.xtechpower.com","","","","The smarter E官方目录已核验","https://www.thesmartere.de/exhibitorlist/tbea-xian-electric-technology-co-ltd","[""2026""]","未联系","中","","","","","","false","[{""company"":""TBEA Xi'an Electric Technology Co., Ltd."",""companyCn"":"""",""booth"":""B4.350"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","https://www.thesmartere.de/exhibitorlist/tbea-xian-electric-technology-co-ltd","TBEA Xi'an Electric Technology Co., Ltd.No.70, Shanglinyuan 4th Road, High-tech Zone, Xi’an, China530004 Xi'an, China","[""Inverters"",""PV monitoring, measuring and control technologies"",""Products and services for smart grids"",""Products and services for microgrids""]","sunoasis_market@tbea.com","+86 18240195915",""
"1627","TIANJIN CAIDA NEW MATERIALS TECHNOLO CO., LTD.","","A2.619","Intersolar Europe","天津市","天津市","省外企业","","","","","待核实","","[""2026""]","未联系","中","","","","","","false","[{""company"":""TIANJIN CAIDA NEW MATERIALS TECHNOLO CO., LTD."",""companyCn"":"""",""booth"":""A2.619"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2026"",""sourceFile"":""Exhibitor List2026 欧洲智慧能源展.pdf"",""sourcePage"":8}]","","","","","",""
"1628","TIANJIN CAIDA NEW MATERIALS TECHNOLOGY","","A2.131","Intersolar Europe","天津市","天津市","省外企业","","","","","待核实","","[""2024"",""2023""]","未联系","中","","","","","","false","[{""company"":""TIANJIN CAIDA NEW MATERIALS TECHNOLOGY"",""companyCn"":"""",""booth"":""A2.131"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2024"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":135},{""company"":""TIANJIN CAIDA NEW MATERIALS TECHNOLOGY"",""companyCn"":"""",""booth"":""A5.409"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":74},{""company"":""TIANJIN CAIDA NEW MATERIALS TECHNOLOGY"",""companyCn"":"""",""booth"":""A2.718"",""exhibition"":""Intersolar Europe"",""event"":""The smarter E Europe"",""year"":""2023"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":74}]","","","","","",""
